,track_name,track_id,artists,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
450,AM,2dNhNlpZAtV4lwAFW45LIv,"['Nio Garcia', 'Flow La Movie']","['5hdhHgpxyniooUiQVaPxQ0', '2oT7xd9iTO2ejLsNGIMa5f']",0.83,0.517,6,-6.416,0,0.333,0.399,8.95e-05,0.0916,0.616,171.959,182496,4
451,Explícito,6qraVL4IJaIj0IuEexYJNa,['Myke Towers'],['7iK8PXO48WeuP03g8YR51W'],0.828,0.83,2,-3.371,1,0.047,0.348,1.6e-05,0.0613,0.422,95.007,195066,4
452,Fan de Tus Fotos,1mauYRwbpoGQX6itP2FAJC,"['Nicky Jam', 'Romeo Santos']","['1SupJlEpv7RS2tPNRaHViT', '5lwmRuXgjX8xIwlnauTZIP']",0.728,0.689,7,-5.718,1,0.0725,0.293,1.26e-05,0.109,0.431,170.089,197647,4
453,La Nota,7ndTONDDRFGiPnnhOzOXxq,"['Manuel Turizo', 'Rauw Alejandro', 'Myke Towers']","['0tmwSHipWxN12fsoLcFU3B', '1mcTU81TzQhprhouKaTkpq', '7iK8PXO48WeuP03g8YR51W']",0.736,0.632,11,-4.939,0,0.0648,0.18,0.0,0.349,0.503,92.03,216107,4
454,Las Nenas (feat. La Duraca),2KTCXvWUbqfiinbFe7PJKP,"['Natti Natasha', 'Cazzu', 'Farina', 'La Duraca']","['1GDbiv3spRmZ1XdM1jQbT7', '6w3SkAHYPsQ1bxV7VDlG5y', '7cYik4OyfBXYV5Z2TI7p90', '7x7vfF89MqM94K8wvK3Omq']",0.775,0.847,8,-4.602,0,0.351,0.143,0.0,0.107,0.806,104.817,224740,4
455,Mala Costumbre,70uX4beGHc1nQikXveOknp,"['Manuel Turizo', 'Wisin & Yandel']","['0tmwSHipWxN12fsoLcFU3B', '1wZtkThiXbVNtj6hee6dz9']",0.823,0.772,0,-4.935,1,0.0591,0.243,0.0,0.118,0.582,96.001,230728,4
456,La Venganza,0Pe4DpJDmZtOybHgrZ1hyM,"['J Balvin', 'Jhay Cortez']","['1vyhD5VmyZ7KMfW5gqLgo5', '0EFisYRi20PTADoJrifHrz']",0.784,0.702,2,-3.884,0,0.05,0.324,1.84e-06,0.117,0.538,92.0,247893,4
457,CHIMBITA,5xwjEzvJ2OSdnHlzusKNYA,"['Feid', 'Sky Rompiendo']","['2LRoIwlKmHjgvigdNGBHNo', '51XrH5fQP2oIQynuKxSWcW']",0.683,0.673,1,-4.434,0,0.2,0.14,1.02e-06,0.109,0.507,185.942,156533,4
458,HOY COBRÉ,0tjZv2hChdHZCW1zFXpy1J,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],0.86,0.725,11,-6.7,1,0.249,0.0464,9.1e-05,0.0994,0.375,145.001,162151,4
459,MALDITA POBREZA,0Lsis3LB0XAK6XlTHXaJk2,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],0.762,0.861,4,-4.075,0,0.0652,0.139,1.08e-06,0.0956,0.588,133.037,213609,4
460,BICHOTA,7vrJn5hDSXRmdXoR30KgF1,['KAROL G'],['790FomKkXshlbRYZFtlgla'],0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,178947,4
461,Antes,73O30uMI7n6DuzBmbtO7kC,"['Anuel AA', 'Ozuna']","['2R21vXR83lH98kGeO99Y66', '1i8SpTcr7yvPOmcqrbnVXY']",0.817,0.737,6,-5.453,0,0.102,0.046,1.57e-05,0.092,0.67,93.985,206587,4
462,Blinding Lights (with ROSALÍA) - Remix,7MXgrcOQAJ5VwSNUL0lDd3,"['The Weeknd', 'ROSALÍA']","['1Xyo4u8uXC1ZmMpatF05PJ', '7ltDVBr6mKbRvohxheJ9h1']",0.49,0.694,5,-5.793,0,0.0618,0.0133,4.62e-05,0.0946,0.249,170.903,216123,4
463,100,2sqgNScWya6T8PwKMELYW8,"['Anuel AA', 'Ozuna']","['2R21vXR83lH98kGeO99Y66', '1i8SpTcr7yvPOmcqrbnVXY']",0.769,0.455,10,-5.698,0,0.155,0.554,2.07e-06,0.251,0.293,95.097,215293,4
464,POR ELLA,2fjfJqLTtNPEAUJUYuUxzZ,"['Cali Y El Dandee', 'Boza']","['5DUlefCLzVRzNWaNURTFpK', '2NfSBtmWe7oPw1EmetJVso']",0.783,0.854,7,-1.669,1,0.0493,0.0155,0.0,0.351,0.609,91.013,208760,4
465,No Te Enamores - Remix,2mM3gZ0BbPwPPMelbA8vgt,"['Milly', 'Farruko', 'Nio Garcia', 'Jay Wheeler', 'Amenazzy']","['7kXCcNRLEnblbTAppPraBp', '329e4yvIujISKGKz1BZZbO', '5hdhHgpxyniooUiQVaPxQ0', '2cPqdH7XMvwaBJEVjheH8g', '6kq4GHwUcUojGIu0ziSNXf']",0.824,0.837,5,-4.603,1,0.107,0.573,1.66e-05,0.271,0.58,100.021,289933,4
466,Una Locura,5y7DaS3jAc9eZzcSOoUIwU,"['Ozuna', 'J Balvin', 'Chencho Corleone']","['1i8SpTcr7yvPOmcqrbnVXY', '1vyhD5VmyZ7KMfW5gqLgo5', '37230BxxYs9ksS7OkZw3IU']",0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022,230693,4
467,Hawái,1yoMvmasuxZfqHEipJhRbp,['Maluma'],['1r4hJ1h58CWwUQe3MxPuau'],0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,199112,4
468,Reloj,4loQgPwJHocL3dFwLfjb1J,"['Rauw Alejandro', 'Anuel AA']","['1mcTU81TzQhprhouKaTkpq', '2R21vXR83lH98kGeO99Y66']",0.823,0.537,8,-2.627,1,0.211,0.176,3.75e-06,0.124,0.608,175.965,231595,4
469,Perra,04JVwAItboGpDhDgC4fNta,"['J Balvin', 'Tokischa']","['1vyhD5VmyZ7KMfW5gqLgo5', '2p4aN0Uxkk3iT3HK0cJ2cJ']",0.906,0.952,8,-1.766,1,0.311,0.0785,0.000268,0.358,0.747,97.967,157920,4
470,Mi Niña,2bgcUk2A3jjKbCJ7KPquTi,"['Wisin', 'Myke Towers', 'Los Legendarios']","['3E6xrwgnVfYCrCs0ePERDz', '7iK8PXO48WeuP03g8YR51W', '0n6sKrG0xKAf8xmdqeNGke']",0.823,0.821,8,-3.402,0,0.166,0.31,4.28e-06,0.143,0.791,99.999,213314,4
471,Diosa - Remix,1kIWef5hc2uAqkNxOTakzP,"['Myke Towers', 'Anuel AA', 'Natti Natasha']","['7iK8PXO48WeuP03g8YR51W', '2R21vXR83lH98kGeO99Y66', '1GDbiv3spRmZ1XdM1jQbT7']",0.764,0.822,6,-3.259,0,0.0489,0.279,8.44e-05,0.159,0.224,105.003,259242,4
472,Singapur (Remix),0lCHRVlRZCEyLj3Gkc1nv1,"['El Alfa', 'Chencho Corleone', 'Farruko', 'Justin Quiles', 'Myke Towers']","['2oQX8QiMXOyuqbcZEFsZfm', '37230BxxYs9ksS7OkZw3IU', '329e4yvIujISKGKz1BZZbO', '14zUHaJZo1mnYtn6IBRaRP', '7iK8PXO48WeuP03g8YR51W']",0.864,0.766,2,-5.915,1,0.158,0.452,0.000428,0.0811,0.653,112.987,287788,4
473,CÓMO SE SIENTE - Remix,2tFwfmceQa1Y6nRPhYbEtC,"['Jhay Cortez', 'Bad Bunny']","['0EFisYRi20PTADoJrifHrz', '4q3ewBCX7sLwd24euuV69X']",0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,227520,4
474,Hawái - Remix,0GzuHFG4Ql6DoyxFRnIk3F,"['Maluma', 'The Weeknd']","['1r4hJ1h58CWwUQe3MxPuau', '1Xyo4u8uXC1ZmMpatF05PJ']",0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,200482,4
475,UN DIA (ONE DAY) (Feat. Tainy),0EhpEsp4L0oRGM0vmeaN5e,"['J Balvin', 'Dua Lipa', 'Bad Bunny', 'Tainy']","['1vyhD5VmyZ7KMfW5gqLgo5', '6M2wZ9GZgrQXHCFfjv46we', '4q3ewBCX7sLwd24euuV69X', '0GM7qgcRCORpGnfcN2tCiB']",0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,232253,4
476,"Morad: Bzrp Music Sessions, Vol. 47",39yyHtQ4tkjZzd8TfIBKQw,"['Bizarrap', 'Morad']","['716NhGYqD1jl2wI1Qkgq36', '4az97MtWmBQ5Db3GfDh9j9']",0.77,0.859,0,-4.526,0,0.0429,0.468,0.00339,0.103,0.548,122.042,177583,4
477,Desesperados,6mmPpaltUZK7xjNlBPQQ0p,"['Rauw Alejandro', 'Chencho Corleone']","['1mcTU81TzQhprhouKaTkpq', '37230BxxYs9ksS7OkZw3IU']",0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,224997,4
478,Salimo de Noche,6P096SaOzrgGxs8NWOfX7M,"['Tiago PZK', 'Trueno']","['5Y3MV9DZ0d87NnVm56qSY1', '2x7PC78TmgqpEIjaGAZ0Oz']",0.669,0.628,2,-4.177,1,0.0526,0.294,1.83e-05,0.124,0.784,83.803,177857,4
479,Formentera,3nfICwo20uiFdEGzgNUSrG,"['Aitana', 'Nicki Nicole']","['7eLcDZDYHXZCebtQmVFL25', '2UZIAOlrnyZmyzt1nuXr9y']",0.781,0.645,1,-4.136,0,0.0399,0.0903,1.58e-06,0.226,0.803,128.007,207333,4
480,Nueva York (Tot*),1z5TNHJ4WP2ftKhRpqdoNY,['Bad Gyal'],['4F4pp8NUW08JuXwnoxglpN'],0.725,0.975,4,-2.671,0,0.063,0.0261,0.00124,0.137,0.885,130.053,154173,4
481,Ateo,5xiAfKzE3mbxYbOkUZPR11,"['C. Tangana', 'Nathy Peluso']","['5TYxZTjIPqKM8K8NuP9woO', '3VHAySZQPlfGlNLslzXYpN']",0.826,0.74,1,-4.45,0,0.0368,0.142,2.59e-05,0.175,0.733,130.025,239925,4
482,Experimento,6c32C8T3KlXrbvWSoD5aON,['Myke Towers'],['7iK8PXO48WeuP03g8YR51W'],0.805,0.806,6,-3.589,0,0.0393,0.0828,0.0,0.156,0.682,110.042,222728,4
483,Una Vaina Loca,2qEoAz0i6yEz5dPggABcLH,"['Fuego', 'Manuel Turizo', 'Duki']","['7wU2WGCJ8HxkekHHE2QLul', '0tmwSHipWxN12fsoLcFU3B', '1bAftSH8umNcGZ0uyV7LMg']",0.811,0.588,1,-3.161,1,0.0464,0.128,0.0004,0.0929,0.553,107.022,226187,4
484,Dile (Homenaje),073yIM7v2j6XadD4Nkn0Fh,['Jhay Cortez'],['0EFisYRi20PTADoJrifHrz'],0.764,0.745,5,-4.563,0,0.0475,0.0488,0.0,0.172,0.727,93.013,228933,4
485,Tu Y Yo (feat. Los del Control),5pVEORKrVAtcWOEMJlZCFB,"['Cano', 'Los del Control']","['60ZOYUFnCYEeKYsxgvPxOS', '3Nbij6lwrwz0XB7HubxdN2']",0.691,0.785,2,-7.022,0,0.0854,0.557,0.0,0.115,0.553,105.096,178298,4
486,Combo la L,07hvsxeAYfZFgiLiBos6Pz,"['Beny Jr', 'El Guincho']","['22dFwJoRBV51ue5TGnC7Dt', '1oMiDFyAgmIzw9ZBQYHOJI']",0.859,0.616,0,-5.645,0,0.129,0.712,0.196,0.0935,0.722,137.054,168571,4
487,She Don't Give a Fo,03a359wbiUsjN9h6yzXvmS,"['Duki', 'KHEA']","['1bAftSH8umNcGZ0uyV7LMg', '4m6ubhNsdwF4psNf3R8kwR']",0.854,0.556,1,-4.49,1,0.14,0.345,0.0,0.165,0.342,119.938,209531,4
488,Loco,6b2HYgqcK9mvktt4GxAu72,"['Justin Quiles', 'Chimbala', 'Zion & Lennox']","['14zUHaJZo1mnYtn6IBRaRP', '4VVEpEhC8NcR7AqNEds42U', '21451j1KhjAiaYKflxBjr1']",0.771,0.885,8,-3.66,1,0.0508,0.222,0.0,0.0918,0.826,128.031,231604,4
489,Su Payita (Gramos),2WPFpC4oQxjBpSgsCoQrCf,['Bad Gyal'],['4F4pp8NUW08JuXwnoxglpN'],0.643,0.785,2,-3.95,1,0.201,0.199,0.0,0.174,0.217,191.898,140587,4
490,La Historia,20RGQHWvqyyacpuxMBeLsZ,"['El Taiger', 'DJ Conds']","['4PFgfReja3r59JaekHpeuf', '42ppAzaKW3DW3bYRmxd1Dw']",0.909,0.636,10,-6.659,1,0.191,0.279,0.00068,0.0779,0.554,100.01,237900,4
491,120,3KJ3opyV29269SXkPrc19l,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],0.636,0.656,2,-5.542,0,0.0676,0.451,7.97e-06,0.287,0.439,171.918,151506,4
492,"Ptazeta: Bzrp Music Sessions, Vol. 45",4axxCbc4tWlpqHP5UbJMc3,"['Bizarrap', 'Ptazeta']","['716NhGYqD1jl2wI1Qkgq36', '5UN0rzL594mWY2RbOtZqIN']",0.829,0.81,2,-4.801,1,0.144,0.0424,0.0,0.0748,0.707,114.044,161485,4
493,El Incomprendido,2mL37yB3f3Lfy4iiXV02Qf,"['Farruko', 'Victor Cardenas', 'Dj Adoni']","['329e4yvIujISKGKz1BZZbO', '00CMSJdbf36zOzKB3z8JrR', '3JfbHWZ07sSBjbojTU2hAt']",0.754,0.841,11,-3.19,1,0.135,0.113,0.0,0.466,0.541,128.019,267547,4
494,INMORTALES,4nVuhPrmtIO1m2hRrtxBlI,['Funzo & Baby Loud'],['1nwjHzOUQZsNYX8xoWiGVC'],0.64,0.738,1,-7.464,1,0.0434,0.0086,0.0,0.109,0.383,120.006,192500,4
495,YIN YAN,6KGGhJoXrztLp8ZT91zizs,"['Duki', 'Rels B']","['1bAftSH8umNcGZ0uyV7LMg', '2IMZYfNi21MGqxopj9fWx8']",0.73,0.692,7,-4.341,1,0.137,0.0622,0.0,0.271,0.713,172.068,189475,4
496,Habla Claro,1Ixi7vcTIvgyeFlbqy1QQ7,"['Eladio Carrion', 'Morad']","['5XJDexmWFLWOkjOEjOVX3e', '4az97MtWmBQ5Db3GfDh9j9']",0.682,0.651,5,-7.009,0,0.191,0.508,5.79e-05,0.0883,0.759,180.102,230000,3
497,Colorín Colorado,2YZDh5CecWx0qlFiTvqVQ9,['Justin Quiles'],['14zUHaJZo1mnYtn6IBRaRP'],0.677,0.813,6,-4.01,0,0.187,0.219,0.0,0.18,0.573,169.844,194989,4
498,Cuando Ella Sale,0bxzF2Kyql0pQ58Mymztue,['Morad'],['4az97MtWmBQ5Db3GfDh9j9'],0.789,0.543,7,-6.382,1,0.0748,0.519,0.000705,0.105,0.463,91.996,222799,4
499,"Anuel AA: Bzrp Music Sessions, Vol. 46",1mrGEef8GuaEnDdw8J5BQp,"['Bizarrap', 'Anuel AA']","['716NhGYqD1jl2wI1Qkgq36', '2R21vXR83lH98kGeO99Y66']",0.405,0.837,8,-4.188,0,0.294,0.347,0.0,0.0901,0.655,74.966,201507,1
500,La Old Skul,6MEBxXI2n3FzPHrGRYFdL8,['Rauw Alejandro'],['1mcTU81TzQhprhouKaTkpq'],0.795,0.798,9,-2.357,0,0.08,0.532,1.02e-05,0.0869,0.397,104.912,214857,4
501,FEEL ME??,4kELKaXaNP4EQR8Q8xNIID,['Trueno'],['2x7PC78TmgqpEIjaGAZ0Oz'],0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,4
502,Ingobernable,3SK45LddxlEkzI8OWO9Eyo,"['C. Tangana', 'Gipsy Kings', 'Nicolás Reyes', 'Tonino Baliardo']","['5TYxZTjIPqKM8K8NuP9woO', '3jc496ljiyrS3ECrD7QiqL', '6bXIjeV8nUh5pFxgzgny9P', '3pUWmkSef9vJOPDViYGZ5L']",0.705,0.757,6,-5.608,0,0.0656,0.195,0.000228,0.0524,0.737,104.973,187053,4
503,ALMAS GEMELAS,2KcNrONbZ0hvBPjvrDO2tx,['Myke Towers'],['7iK8PXO48WeuP03g8YR51W'],0.793,0.745,7,-4.579,1,0.0571,0.182,0.000189,0.293,0.716,94.979,235411,4
504,"Oh, Tonight (feat. Kacey Musgraves)",6NreJ5TxBX0TSc0XIobybM,"['Josh Abbott Band', 'Kacey Musgraves']","['2EJ5MRZCzpHSSNNEpTx9Kb', '70kkdajctXSbqSMJbQO424']",0.56,0.657,11,-4.824,1,0.0318,0.332,0.0,0.157,0.253,149.956,205520,4
505,The Bones,3npzogdOEiVsieXmmhBepL,['Maren Morris'],['6WY7D3jk8zTrHtmkqqo5GI'],0.612,0.57,11,-6.642,0,0.0347,0.279,0.0,0.0963,0.335,77.004,197293,4
506,Who I Am With You,4u7KjVIQPdzGCcAwg4W5Kl,['Chris Young'],['4BYxqVkZyFjtik7crYLg5Q'],0.466,0.702,0,-4.308,1,0.032,0.0983,1.29e-05,0.242,0.47,150.309,191573,4
507,I Need You,18wDkct4lkK046D6gcCASs,"['Tim McGraw', 'Faith Hill']","['6roFdX1y5BYSbp60OTJWMd', '25NQNriVT2YbSW80ILRWJa']",0.541,0.596,4,-7.09,1,0.03,0.333,0.000164,0.133,0.204,79.697,248800,4
508,Pushing Up Daisies (Love Alive),37RK2BSuojrp0cJkS5tFyM,['Brothers Osborne'],['39NR3AUhpbbqKM33vWn2fp'],0.606,0.633,9,-7.19,1,0.032,0.152,0.000765,0.196,0.535,142.016,219013,4
509,With You I Am,34SQ0QfLSR316d8KL2zkuZ,['Cody Johnson'],['6zLBxLdl60ekBLpawtT63I'],0.559,0.665,7,-6.233,1,0.027,0.403,0.0,0.14,0.397,75.023,220893,4
510,To The Moon And Back,2PPdBJq1gsgRTqjtRZJTQ6,['Luke Bryan'],['0BvkDsjIUla7X0k6CSWh1I'],0.407,0.473,0,-10.297,1,0.0307,0.807,0.0672,0.106,0.269,83.421,238413,4
511,Made For You,7vF3xkCMvZjAe2nTWY0uQZ,['Jake Owen'],['1n2pb9Tsfe4SwAjmUac6YT'],0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,238400,4
512,"Forever And Ever, Amen",17BbthWRrVc1kukJua4uh5,"['Josh Turner', 'Randy Travis']","['7vCtweS8UVAXTyau2j0rDT', '1pTuR132U5b4Rizal2Pr7m']",0.494,0.696,1,-7.071,1,0.0316,0.15,0.0068,0.101,0.603,177.049,227132,4
513,Dance with Me (feat. Kelsea Ballerini),07sa7qkxpemze5BBE7jufs,"['Morgan Evans', 'Kelsea Ballerini']","['6fzQ81ouajOEFqCIB9VwrS', '3RqBeV12Tt7A8xH3zBDDUF']",0.611,0.519,1,-9.854,1,0.035,0.481,4.82e-06,0.107,0.462,147.981,199501,4
514,Forever Girl,4JBKYoKFRijmnOEfFiNhbM,['Jon Langston'],['4BANbHDs1IluagTx5eRW2P'],0.581,0.439,11,-5.817,1,0.0273,0.37,0.0,0.092,0.324,140.161,239936,4
515,Forever To Go,6FeuPgGZ4JZHEE1uOhsJNz,['Chase Rice'],['6pBNfggcZZDCmb0p92OnGn'],0.5,0.546,1,-8.1,1,0.051,0.47,0.0,0.125,0.378,88.695,177280,4
516,One Woman,2HDkUc3QqSW01hoWTFQUUX,['Randy Rogers Band'],['04DUpHOyQqwbHFyvIhcGi3'],0.482,0.525,7,-6.432,1,0.026,0.107,1.1e-05,0.141,0.163,144.523,245280,4
517,Cover Me Up,6xcLEasRqROfaDf3Iom5nW,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],0.549,0.44,7,-8.192,1,0.0264,0.232,7.37e-06,0.107,0.214,128.01,293707,3
518,Wild As Me,6MkbLylGvWdkGCJBQlR81C,['Meghan Patrick'],['5bQxLohAAiOat0EMYuHjzJ'],0.452,0.808,9,-3.563,1,0.0579,0.107,0.0,0.0887,0.483,150.064,186533,4
519,On My Way to You,1Xa0gIAsmt1vRlo2fXPZEr,['Cody Johnson'],['6zLBxLdl60ekBLpawtT63I'],0.395,0.541,1,-5.484,1,0.0319,0.319,3.03e-05,0.0857,0.237,80.365,213305,4
520,Lady May,3t5OV1asJHmOlf23T08CLv,['Tyler Childers'],['13ZEDW6vyBF12HYcZRr4EV'],0.539,0.16,3,-13.285,1,0.0329,0.881,0.000268,0.105,0.322,81.446,183533,4
521,Forever After All,6IBcOGPsniK3Pso1wHIhew,['Luke Combs'],['718COspgdWOnwOFpJHRZHS'],0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4
522,Better Together,6gdLyYNuhWBzqwlOFSsXC7,['Luke Combs'],['718COspgdWOnwOFpJHRZHS'],0.552,0.225,0,-11.501,1,0.0477,0.827,0.0,0.111,0.67,138.002,219573,4
523,Got What I Got,4TCc369aRPRubv1m8R1TBG,['Jason Aldean'],['3FfvYsEGaIb52QPXhg4DcH'],0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,178147,3
524,Love Your Love The Most,7i0ELDcdKQWB7o4RKptGmY,['Eric Church'],['2IvkS5MXK0vPGnwyJsrEyV'],0.333,0.524,10,-6.788,1,0.0301,0.194,0.0,0.124,0.438,73.393,170387,4
525,Like Jesus Does,3wxgj5N8ZKoZWHDw6FJUf2,['Eric Church'],['2IvkS5MXK0vPGnwyJsrEyV'],0.576,0.355,1,-8.388,1,0.033,0.439,4.55e-05,0.13,0.299,137.232,198733,4
526,Eyes On You,5AnSllIrgGsCZzZJkVnApx,['Chase Rice'],['6pBNfggcZZDCmb0p92OnGn'],0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,182493,4
527,Hard To Love (Acoustic),6coE5cU6Z9vr57TpMJHC2j,['Lee Brice'],['5Zq7R5qmi58ByYyBQTlNuk'],0.679,0.671,9,-7.054,1,0.0476,0.187,0.0,0.163,0.708,102.962,186972,4
528,When You Say Nothing At All,0eJnCgfLOP5sd8RITt3ShV,['Dylan Scott'],['78YqeIji3mgAS2K1Maca6x'],0.528,0.61,3,-6.199,1,0.0255,0.0881,0.0,0.108,0.359,80.009,220760,3
529,You Had Me from Hello,3NJn7p1nrI3R8alivEMPwB,['Kenny Chesney'],['3grHWM9bx2E9vwJCdlRv9O'],0.595,0.393,2,-9.909,1,0.0292,0.508,0.0,0.153,0.2,137.744,230827,4
530,When You Got A Good Thing,6Y2SEr5cqYtWJyO5g6CvsM,['Lady A'],['32WkQRZEVKSzVAAYqukAEA'],0.546,0.637,7,-5.868,0,0.0306,0.0823,1.44e-05,0.127,0.308,132.944,297867,4
531,Tough Ones,1bf7WmUCdaAE2hjWkfQRwc,['Cooper Alan'],['0AtQAehoytV7j1r4O16dRb'],0.528,0.663,3,-5.543,1,0.036,0.648,7.28e-06,0.167,0.251,143.918,193440,4
532,Holding On to You,7A35lRz4cm0QkbnlNAJPtm,['Miranda Lambert'],['66lH4jAE7pqPlOlzUKbwA0'],0.491,0.352,0,-9.856,1,0.0426,0.388,5.87e-06,0.103,0.325,188.861,272640,3
533,My Side of the Fence,3fHgqkRp331r3W0WtUGBGr,['Dan + Shay'],['7z5WFjZAIYejWy0NI5lv4T'],0.502,0.575,10,-5.585,1,0.0268,0.384,0.0,0.233,0.246,147.893,219827,4
534,Next To You,4drTFbY9KJIvllrqVcJvLi,['Little Big Town'],['3CygdxquGHurS7f9LjNLkv'],0.53,0.394,8,-8.152,1,0.0276,0.756,1.48e-05,0.099,0.194,135.981,246813,4
535,Fall,4tmGCHso6k8srKMSBHmtlt,['Kolby Cooper'],['2dz0ijxEHh6AzUzQBwBSKx'],0.32,0.569,8,-5.346,1,0.0302,0.144,0.0,0.0967,0.218,135.018,206644,4
536,Settle Me Down,3G6oU2xKe6pTiUzEXh1Nxt,['Josh Abbott Band'],['2EJ5MRZCzpHSSNNEpTx9Kb'],0.352,0.524,4,-6.738,1,0.0336,0.729,7.05e-06,0.107,0.478,73.104,177083,3
537,Dancing Away with My Heart,3ss88YLxa2pYOtyKgyKIjM,['Dillon Carmichael'],['3lvYE3o75PNjyvcKuBPXo6'],0.317,0.554,9,-7.624,1,0.0291,0.000937,0.0966,0.205,0.384,145.446,227199,3
538,Prayed For You - Wedding Version,3nxrXt836ZmhwhOj3bwtNX,['Matt Stell'],['7EekKnlf2HwNaLLpL9Cpgy'],0.682,0.693,9,-5.669,1,0.033,0.15,0.0,0.0944,0.578,139.99,205307,4
539,Soulmate,1Tlu6pGBAlvG2pybZQZH0t,['Josh Turner'],['7vCtweS8UVAXTyau2j0rDT'],0.563,0.366,6,-9.613,1,0.0264,0.607,0.012,0.143,0.325,75.861,228933,4
540,Only You Can Love Me This Way,1ddEJFVOCOjNqh19FTQAsX,['Keith Urban'],['0u2FHSq3ln94y5Q57xazwf'],0.566,0.429,2,-9.478,1,0.0286,0.457,3.38e-05,0.173,0.325,147.957,247680,4
541,Then,3XKbdb9GB6u3hsnUklQTav,['Brad Paisley'],['13YmWQJFwgZrd4bf5IjMY4'],0.493,0.643,0,-5.19,1,0.0299,0.512,2.43e-05,0.209,0.3,144.704,321640,4
542,Where I Belong,5fMS7fEiTUM3LAJiSLvzmT,['Justin Lee'],['0T6pSGawoLqVIbJLAbmwVm'],0.626,0.495,5,-8.282,1,0.0449,0.669,0.0,0.112,0.434,81.012,195573,4
543,From This Moment On - Pop On-Tour Version,0vswnzoKvhNkT1ehc0Tt19,['Shania Twain'],['5e4Dhzv426EvQe3aDb64jL'],0.46,0.505,9,-5.487,1,0.0266,0.42,0.0,0.134,0.22,135.757,235107,4
544,Nobody (Stripped),7wuY42CwZAOzIASTaxfsLw,['Dylan Scott'],['78YqeIji3mgAS2K1Maca6x'],0.35,0.58,0,-5.696,1,0.0374,0.389,0.0,0.115,0.405,78.424,169500,4
545,Like the Rain,5rQcDgz44osyj2rdtuOmPl,['Clint Black'],['3Ay15wt0QChT4Kapsuw5Jt'],0.531,0.439,9,-11.492,1,0.0368,0.15,0.0,0.27,0.271,79.732,262400,4
546,Homesick - First Dance Version,3HYv1gHftILRE4tJwAqUgn,['Kane Brown'],['3oSJ7TBVCWMDMiYjXNiCKE'],0.58,0.419,8,-6.816,1,0.0258,0.845,0.0,0.103,0.295,96.953,199477,4
547,You Make It Easy,6EGAfJaLUFzhS4zRBIEQ2J,['Jason Aldean'],['3FfvYsEGaIb52QPXhg4DcH'],0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,196800,3
548,The Luckiest,4lrusIbfvFfYyOPKGIxgg9,"['Josh Abbott Band', 'Catie Offerman']","['2EJ5MRZCzpHSSNNEpTx9Kb', '5uB8p8cO6UniAn2rnOsaXT']",0.55,0.666,5,-4.691,1,0.0297,0.539,5.45e-05,0.136,0.487,87.041,232307,4
549,Millionaire,68JS5SFTnW5Yv9Vzw81Jf0,['Chris Stapleton'],['4YLtscXsxbVgi031ovDDdh'],0.616,0.474,10,-9.608,1,0.0266,0.192,0.00762,0.0989,0.493,142.689,210133,4
550,Hey Pretty Girl,75p6fgACKYIyIhsoG411SZ,['Kip Moore'],['2hJPr4lk7Q8SSvCVBl9fWM'],0.291,0.4,2,-10.615,1,0.0306,0.145,1.86e-05,0.259,0.0935,83.112,215920,1
551,Makin' Plans,4SgbELGcdmMdVtSbpkSG6x,['Miranda Lambert'],['66lH4jAE7pqPlOlzUKbwA0'],0.441,0.463,10,-8.041,1,0.0283,0.0697,0.00264,0.107,0.343,79.611,230000,3
552,Cowboy Take Me Away,3rXCZRMiMZp0feGcYXpwYX,['The Chicks'],['25IG9fa7cbdmCIy3OnuH57'],0.467,0.622,6,-7.255,1,0.031,0.365,0.00527,0.0982,0.455,164.418,287267,4
553,Tennessee Whiskey,3fqwjXwUGN6vbzIwvyFMhx,['Chris Stapleton'],['4YLtscXsxbVgi031ovDDdh'],0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293,4
